,REAL,ANN_PREDICTED,ANN_ERROR,PREDICTION_STD,PDB_ID
0,-10.5,-9.735473,-0.7645273208618164,0.25931835,2wh6
1,-8.31,-10.273285,1.9632849121093745,0.028495789,2wp3
2,-10.25,-10.094208,-0.155792236328125,0.17365217,3v1c
3,-9.17,-10.144955,0.9749546813964844,4.4822693e-05,3vfn
4,-11.92,-10.0830345,-1.8369654846191406,0.10204744,3wqb
5,-8.95,-10.4931965,1.5431964874267585,0.24122,4b1y
6,-9.55,-10.666313,1.116313171386718,0.17701292,4cj0
7,-10.85,-10.269604,-0.5803962707519528,0.013408184,4cj2
8,-10.89,-10.646088,-0.24391235351562557,0.16419601,4k5a
9,-13.06,-9.958786,-3.101213989257813,0.24273396,4kt3
10,-11.31,-10.003371,-1.3066287612915044,0.10140419,4lzx
11,-7.05,-10.566987,3.5169870376586916,0.24414825,4m0w
12,-9.0,-10.245715,1.2457151412963867,0.02884388,4nl9
13,-14.08,-10.540186,-3.5398140716552735,0.19418812,4pj2
14,-13.14,-10.277119,-2.8628813171386724,0.10875416,4qlp
15,-14.58,-10.501749,-4.078250961303711,0.04022169,4uyp
16,-10.2,-10.045212,-0.1547882080078118,0.086988926,4wnd
17,-9.0,-10.681749,1.6817493438720703,0.07222319,4x33
18,-7.18,-10.124193,2.9441931915283206,0.034920692,4yl8
19,-11.8,-10.384655,-1.4153450012207038,0.2227974,4z99k
20,-7.8,-10.074895,2.274894905090332,0.17918873,5b78
21,-10.16,-10.297335,0.13733467102050767,0.020775318,5dc4
22,-10.59,-10.019531,-0.5704687499999999,0.06343126,5djt
23,-10.64,-10.704216,0.06421600341796818,0.20126963,5.00E+95
24,-8.37,-10.205017,1.8350170898437508,0.15807676,5ep6
25,-8.95,-9.81744,0.8674400329589851,0.097325325,5h3j
26,-9.42,-10.1628895,0.7428894805908204,0.041154385,5inb
27,-14.02,-10.366994,-3.65300609588623,0.011704445,5ma4
28,-6.78,-10.263015,3.483014793395996,0.037822723,5nt7
29,-10.25,-9.898245,-0.35175514221191406,0.14421797,5tzp
30,-9.27,-10.448826,1.178825836181641,0.016952991,5v5h
31,-10.97,-10.121002,-0.8489978027343756,0.06818819,5xco
32,-10.1,-10.477479,0.37747898101806676,0.028496742,5ywr
33,-6.4,-10.001392,3.6013923645019528,0.09613323,6b6u
34,-11.58,-9.840801,-1.7391987609863282,0.11943436,6e3i
35,-12.07,-9.801579,-2.2684205245971683,0.14551926,6e3j
36,-10.08,-10.395912,0.3159121704101562,0.041738987,6her
37,-8.09,-10.667686,2.577686462402344,0.20017481,6jb2
38,-9.99,-10.261828,0.2718284225463865,0.027623177,6fu9
39,-10.27,-10.00598,-0.2640204620361324,0.106491566,6fub
40,-9.73,-10.253709,0.5237088394165035,0.026765823,6fud
41,-11.46,-10.340321,-1.1196794128417977,0.116546154,6j14
42,-8.27,-10.556963,2.2869629669189457,0.103021145,5imk
43,-11.52,-10.661224,-0.8587756347656246,0.100236416,5imm
44,-8.6,-10.301031,1.7010311126708988,0.088876724,5kxh
45,-7.95,-10.341898,2.391897964477539,0.12451315,5ky4
46,-8.32,-10.3379135,2.0179135131835935,0.11725569,5ky5
47,-12.78,-10.677805,-2.1021950531005853,0.19364977,6ddm
48,-8.19,-10.711159,2.5211587524414067,0.25173044,6fg8
49,-12.11,-10.201859,-1.9081405258178705,0.09580326,6ne2
