,REAL,ANN_PREDICTED,ANN_ERROR,PREDICTION_STD,PDB_ID
0,-10.17,-10.555877,0.38587673187255866,0.1558733,1bzq
1,-12.17,-10.329224,-1.8407763671875,0.063342094,1op9
2,-11.65,-10.19619,-1.4538101196289066,0.014519215,1ri8
3,-13.8,-10.344519,-3.4554813385009773,0.018558502,1rjc
4,-10.91,-10.006134,-0.9038659667968751,0.0012774469,1zv5
5,-8.9,-10.46623,1.5662303924560543,0.041051388,1zvh
6,-12.08,-10.158596,-1.9214039611816407,0.049744606,2bse
7,-12.75,-9.401328,-3.3486719131469727,0.024209023,3g9a
8,-12.59,-9.977739,-2.6122606658935545,0.11836672,3k1k
9,-10.19,-10.013729,-0.17627090454101513,0.0070848465,3k74
10,-12.17,-9.693417,-2.4765834045410156,0.0009813309,3zkq
11,-9.85,-9.837858,-0.012141799926757457,0.07859945,4c57
12,-10.9,-9.986494,-0.9135059356689457,0.054962635,4c59
13,-12.28,-9.615082,-2.6649182128906244,0.0073695183,4eig
14,-11.63,-9.912727,-1.7172726440429695,0.013868809,4eiz
15,-10.17,-10.316356,0.14635570526123054,0.14896297,4i0c
16,-11.18,-9.226561,-1.9534394073486325,0.04842329,4lde
17,-13.15,-10.1178055,-3.032194519042969,0.008196354,4lgp
18,-13.59,-9.379547,-4.210452880859375,0.0245862,4lgr
19,-13.4,-9.447913,-3.9520868301391605,0.038041115,4lgs
20,-12.26,-10.595193,-1.6648070907592771,0.06111145,4lhj
21,-11.4,-10.222639,-1.1773609161376957,0.026020527,4lhq
22,-11.87,-9.762799,-2.107200736999511,0.09325409,4nbx
23,-10.81,-10.054846,-0.7551541900634771,0.03219652,4nbz
24,-10.11,-10.124134,0.014134063720703693,0.029022694,4orz
25,-7.53,-10.439441,2.9094407272338865,0.05787468,4qo1
26,-12.28,-10.048977,-2.23102310180664,0.052725792,4s10
27,-11.52,-10.205885,-1.3141150665283199,0.005455494,4w6w
28,-11.3,-10.257336,-1.0426643371582038,0.0053834915,4w6x
29,-12.0,-10.6243305,-1.3756694793701172,0.08530283,4w6y
30,-7.05,-9.5685005,2.5185005187988283,0.039376736,4wem
31,-9.55,-10.047253,0.49725265502929616,0.05938816,4wen
32,-7.15,-10.504618,3.3546176910400387,0.052123547,4weu
33,-11.1,-9.629734,-1.470265960693359,0.025842192,4x7f
34,-14.01,-9.615467,-4.394532928466797,0.022301197,5hgg
35,-14.05,-9.635727,-4.414273071289063,0.0405488,5hvf
36,-8.28,-9.958367,1.6783673477172858,0.049812317,5imk
37,-11.59,-9.718594,-1.8714064025878905,0.048796177,5j56
38,-14.6,-9.654074,-4.945926284790039,0.014477253,5j57
