,REAL,ANN_PREDICTED,ANN_ERROR,PREDICTION_STD,PDB_ID
0,-12.5,-10.637258,-1.8627424240112305,0.087890625,1avx
1,-13.23,-10.419158,-2.810842018127442,0.113181114,1ay7
2,-18.58,-10.54693,-8.033069686889647,0.06731081,1emv
3,-10.68,-10.525879,-0.15412109374999972,0.007319927,1kac
4,-9.08,-10.384609,1.3046092224121093,0.117991924,1zhi
5,-10.09,-10.449217,0.35921684265136733,0.010647774,2hle
6,-10.98,-10.631741,-0.34825942993164105,0.07845545,2hrk
7,-5.66,-9.9688225,4.308822479248047,0.04825926,2oob
8,-11.96,-10.3217125,-1.6382875061035165,0.0655694,2oul
9,-11.26,-10.654848,-0.605151901245117,0.009382725,2uuy
10,-9.57,-10.618576,1.0485760498046872,0.090837,3bzd
