,REAL,ANN_PREDICTED,ANN_ERROR,PREDICTION_STD,PDB_ID
0,-10.5,-9.890729,-0.6092710494995117,0.052535057,2wh6
1,-8.31,-9.806682,1.496681632995605,0.08028889,2wp3
2,-10.25,-10.352852,0.10285186767578125,0.0018820764,3v1c
3,-9.17,-10.603838,1.4338379669189454,0.069066525,3vfn
4,-11.92,-10.555233,-1.3647669982910156,0.0640893,3wqb
5,-8.95,-10.413041,1.4630411148071296,0.018836021,4b1y
6,-9.55,-10.766443,1.2164432525634759,0.04716015,4cj0
7,-10.85,-10.178406,-0.6715942382812496,0.054774284,4cj2
8,-10.89,-10.306537,-0.5834633255004888,0.04899597,4k5a
9,-13.06,-9.898523,-3.161476669311524,0.007932186,4kt3
10,-11.31,-9.829445,-1.4805551147460942,0.08849287,4lzx
11,-7.05,-10.265722,3.2157222747802736,0.00873518,4m0w
12,-9.0,-10.087505,1.0875053405761719,0.044764996,4nl9
13,-14.08,-10.655632,-3.4243679809570313,0.16716099,4pj2
14,-13.14,-10.196615,-2.9433847808837896,0.052263737,4qlp
15,-14.58,-10.686804,-3.8931961822509766,0.04750204,4uyp
16,-10.2,-10.057335,-0.14266510009765554,0.045179844,4wnd
17,-9.0,-10.570961,1.5709609985351562,0.10405922,4x33
18,-7.18,-10.160629,2.980629272460938,0.036666393,4yl8
19,-11.8,-10.378393,-1.4216068267822273,0.015907764,4z99k
20,-7.8,-10.507999,2.707999420166016,0.028454304,5b78
21,-10.16,-9.87542,-0.2845803833007814,0.09985113,5dc4
22,-10.59,-9.845117,-0.7448833847045897,0.052633286,5djt
23,-10.64,-10.031567,-0.6084333801269537,0.01735115,5.00E+95
24,-8.37,-10.624408,2.2544077682495125,0.009928703,5ep6
25,-8.95,-9.715443,0.7654426574707038,0.07551718,5h3j
26,-9.42,-10.143883,0.7238827514648438,0.03015852,5inb
27,-14.02,-10.554361,-3.4656386566162105,0.01117897,5ma4
28,-6.78,-9.915269,3.1352688980102537,0.05941868,5nt7
29,-10.25,-9.817202,-0.4327983856201172,0.035787106,5tzp
30,-9.27,-10.321234,1.0512337493896489,0.09104872,5v5h
31,-10.97,-10.205561,-0.7644393157958991,0.04549551,5xco
32,-10.1,-10.419454,0.3194536209106449,0.087265015,5ywr
33,-6.4,-10.393771,3.993771171569824,0.034374237,6b6u
34,-11.58,-9.935169,-1.644830780029297,0.020210743,6e3i
35,-12.07,-9.92197,-2.1480296325683597,0.006986141,6e3j
36,-10.08,-10.339024,0.25902359008789055,0.097827435,6her
37,-8.09,-10.4502945,2.3602944946289064,0.146564,6jb2
38,-9.99,-9.784447,-0.20555328369140646,0.0811944,6fu9
39,-10.27,-9.829163,-0.4408374023437496,0.058433056,6fub
40,-9.73,-9.880499,0.150498886108398,0.080194,6fud
41,-11.46,-10.592983,-0.8670167541503915,0.105635166,6j14
42,-8.27,-10.347442,2.077441673278809,0.102368355,5imk
43,-11.52,-10.411463,-1.108537216186523,0.04867506,5imm
44,-8.6,-10.595907,1.9959072113037113,0.07634783,5kxh
45,-7.95,-10.599907,2.6499069213867186,0.096049786,5ky4
46,-8.32,-10.629082,2.3090817260742185,0.07328558,5ky5
47,-12.78,-10.710863,-2.069136886596679,0.054477215,6ddm
48,-8.19,-10.593953,2.403953132629395,0.06399536,6fg8
49,-12.11,-10.315357,-1.7946427917480463,0.0033216476,6ne2
